id,product_category,product_subcategory,quantity_kg,unit_price_initial,days_until_expiry,storage_condition,packaging_type,collection_datetime,day_of_week,month_of_year,season,is_holiday,pickup_store_id,pickup_city,distance_to_partner_km,partner_id_destination,partner_storage_capacity,partner_typical_demand,weather_temperature,rainfall_mm,time_to_sell_hours,was_sold,final_discount_rate,wastage_reason,partner_satisfaction_score
123,Viande & Poisson,Volaille,16.9,4.24,2,Frais,Sachet,2024-01-09 22:00:00,Tuesday,1,Sèche,0,S014,Abidjan,37.7,P015,1835,204.5,26.6,1.2,15.6,1,62.3,,4
124,Fruits & Légumes,Fruits à coque,64.6,1.48,1,Frais,Carton,2024-08-21 23:00:00,Wednesday,8,Pluies,0,S027,Korhogo,3.0,P021,255,363.6,33.0,4.6,16.6,0,54.9,Périmé avant collecte partenaire,1
125,Fruits & Légumes,Légumes feuilles,19.8,1.06,3,Frais,Plastique,2025-06-10 20:00:00,Tuesday,6,Pluies,0,S030,Korhogo,26.5,P009,1785,38.0,31.3,4.5,23.6,1,72.9,,3
126,Fruits & Légumes,Légumes racines,7.1,1.08,3,Frais,Plastique,2024-06-09 09:00:00,Sunday,6,Pluies,0,S008,Abidjan,23.4,P004,745,537.0,29.7,1.0,18.8,1,68.2,,3
127,Fruits & Légumes,Légumes racines,65.4,1.34,2,Frais,Vrac,2025-04-09 07:00:00,Wednesday,4,Pluies,0,S024,San-Pédro,6.3,P022,1569,613.7,26.4,1.1,17.9,1,30.9,,5
128,Fruits & Légumes,Fruits à noyau,10.0,1.0,1,Frais,Sachet,2024-04-02 13:00:00,Tuesday,4,Pluies,1,S030,Bouaké,40.9,P014,1552,600.2,30.4,2.2,9.2,1,56.6,,4
129,Produits Laitiers,Fromage,34.1,1.96,2,Frais,Carton,2025-05-26 16:00:00,Monday,5,Pluies,0,S036,Korhogo,19.6,P020,238,565.3,27.7,1.3,20.6,1,78.6,,3
130,Fruits & Légumes,Légumes feuilles,16.6,1.2,1,Frais,Plastique,2024-11-07 02:00:00,Thursday,11,Sèche,0,S002,Yamoussoukro,23.5,P007,989,423.1,28.8,9.2,19.7,0,84.6,Surstock partenaire (capacité pleine),3
131,Viande & Poisson,Charcuterie,24.7,3.81,2,Frais,Carton,2024-12-01 23:00:00,Sunday,12,Sèche,0,S032,Korhogo,25.3,P006,1653,565.7,25.6,0.8,27.4,0,58.4,Refusé par partenaire (qualité),1
132,Viande & Poisson,Boeuf,32.2,3.99,1,Frais,Vrac,2024-03-17 12:00:00,Sunday,3,Sèche,1,S002,Abidjan,8.0,P020,519,730.7,31.6,1.3,9.7,1,38.5,,3
133,Fruits & Légumes,Fruits à noyau,7.0,1.31,1,Frais,Carton,2025-04-24 17:00:00,Thursday,4,Pluies,0,S039,Bouaké,31.3,P012,1317,720.0,31.4,2.5,10.6,1,56.1,,3
134,Fruits & Légumes,Agrumes,56.3,1.51,2,Frais,Plastique,2025-01-15 16:00:00,Wednesday,1,Sèche,0,S020,Bouaké,2.3,P005,1979,578.7,25.1,0.3,27.6,0,65.2,Refusé par partenaire (qualité),1
135,Boulangerie,Pain,14.3,1.45,2,Ambiante,Carton,2024-07-15 07:00:00,Monday,7,Pluies,0,S006,Abidjan,44.1,P007,552,27.3,24.6,4.2,38.5,0,57.6,Refusé par partenaire (qualité),3
136,Viande & Poisson,Boeuf,34.8,4.5,2,Frais,Plastique,2025-03-17 19:00:00,Monday,3,Sèche,1,S029,Korhogo,7.6,P022,914,198.2,30.2,4.0,19.7,0,62.0,Problème logistique / retard transport,1
137,Surgelés,Viande surgelée,17.6,3.79,6,Surgelé,Carton,2025-04-18 21:00:00,Friday,4,Pluies,0,S005,Bouaké,44.4,P013,825,279.8,25.2,8.2,35.5,1,33.6,,4
138,Produits Laitiers,Yaourt,14.0,1.62,1,Frais,Carton,2024-10-06 12:00:00,Sunday,10,Pluies,0,S032,Bouaké,36.9,P002,1998,233.2,25.8,1.6,10.5,1,38.2,,4
139,Surgelés,Viande surgelée,24.6,2.87,13,Surgelé,Carton,2025-03-11 15:00:00,Tuesday,3,Sèche,1,S017,Abidjan,5.5,P002,1851,507.0,30.3,8.1,48.4,1,64.8,,3
140,Surgelés,Légumes surgelés,20.0,2.63,4,Surgelé,Plastique,2025-01-18 19:00:00,Saturday,1,Sèche,0,S037,Yamoussoukro,40.6,P022,1768,603.3,29.3,2.4,33.2,1,61.8,,4
141,Épicerie Sèche,Pâtes,46.4,1.8,61,Sec,Plastique,2025-04-30 08:00:00,Wednesday,4,Pluies,0,S034,Abidjan,30.2,P025,1905,474.6,28.2,2.5,371.4,1,53.3,,3
142,Fruits & Légumes,Légumes racines,8.9,1.29,2,Frais,Vrac,2024-07-24 02:00:00,Wednesday,7,Pluies,0,S030,Abidjan,26.6,P013,872,366.5,26.2,4.8,13.1,1,39.4,,3
143,Produits Laitiers,Beurre,8.8,2.4,3,Frais,Plastique,2024-11-11 00:00:00,Monday,11,Sèche,0,S019,Abidjan,32.5,P004,773,413.9,28.8,7.3,19.1,1,65.1,,4
144,Surgelés,Plats préparés surgelés,63.2,3.17,9,Surgelé,Plastique,2024-09-11 13:00:00,Wednesday,9,Pluies,0,S036,Abidjan,3.8,P006,787,228.6,32.8,5.4,42.6,1,39.7,,4
145,Fruits & Légumes,Légumes feuilles,11.2,1.21,2,Frais,Plastique,2024-06-05 14:00:00,Wednesday,6,Pluies,0,S038,Bouaké,8.5,P003,345,146.9,29.0,4.4,17.9,1,53.1,,2
146,Produits Laitiers,Lait,20.9,1.71,4,Frais,Carton,2024-01-17 00:00:00,Wednesday,1,Sèche,0,S008,Abidjan,29.7,P003,282,467.4,24.1,1.5,34.3,1,53.8,,3
147,Produits Laitiers,Fromage,91.4,1.76,3,Frais,Carton,2025-03-25 08:00:00,Tuesday,3,Sèche,1,S032,San-Pédro,15.7,P012,1324,319.3,26.8,4.8,16.8,1,35.8,,3
148,Fruits & Légumes,Agrumes,14.9,1.18,1,Frais,Vrac,2024-03-10 12:00:00,Sunday,3,Sèche,1,S005,San-Pédro,11.9,P008,345,377.5,28.6,3.4,9.5,1,71.2,,4
149,Boulangerie,Pain,64.1,1.84,1,Ambiante,Plastique,2025-02-24 05:00:00,Monday,2,Sèche,1,S006,Bouaké,43.8,P002,615,765.8,27.9,2.8,10.6,1,74.7,,3
150,Surgelés,Légumes surgelés,90.4,3.61,37,Surgelé,Plastique,2024-12-06 02:00:00,Friday,12,Sèche,0,S025,San-Pédro,44.3,P018,957,594.7,27.8,3.9,212.9,1,45.6,,4
151,Fruits & Légumes,Fruits à coque,160.7,1.11,3,Frais,Plastique,2024-01-29 12:00:00,Monday,1,Sèche,0,S031,Bouaké,3.6,P005,1770,267.3,30.3,4.1,21.0,1,39.1,,4
152,Épicerie Sèche,Riz,7.0,1.59,55,Sec,Vrac,2024-10-22 15:00:00,Tuesday,10,Pluies,0,S010,Abidjan,30.7,P008,454,417.0,30.3,1.0,289.9,1,62.2,,3
153,Produits Laitiers,Yaourt,42.0,2.04,2,Frais,Vrac,2025-01-31 23:00:00,Friday,1,Sèche,0,S027,Abidjan,36.6,P014,284,529.9,26.9,12.2,33.4,0,57.8,Refusé par partenaire (qualité),2
154,Fruits & Légumes,Fruits à noyau,2.0,1.27,3,Frais,Plastique,2024-10-08 07:00:00,Tuesday,10,Pluies,0,S036,Yamoussoukro,16.6,P025,812,44.0,32.2,7.4,22.1,1,67.3,,4
155,Produits Laitiers,Fromage,22.1,2.44,3,Frais,Carton,2025-03-10 06:00:00,Monday,3,Sèche,1,S016,Abidjan,22.8,P002,1355,135.8,28.8,2.7,18.5,1,72.7,,4
156,Produits Laitiers,Lait,31.0,1.97,1,Frais,Plastique,2024-08-27 01:00:00,Tuesday,8,Pluies,0,S039,Abidjan,20.8,P002,872,122.5,30.1,4.9,21.2,0,52.1,Refusé par partenaire (qualité),1
157,Produits Laitiers,Lait,16.6,2.07,2,Frais,Sachet,2024-01-14 23:00:00,Sunday,1,Sèche,0,S023,Korhogo,25.3,P023,670,211.7,28.0,0.7,15.9,1,57.9,,3
158,Épicerie Sèche,Céréales,25.2,1.87,63,Sec,Carton,2025-04-01 16:00:00,Tuesday,4,Pluies,0,S022,Bouaké,18.3,P001,543,739.2,28.0,0.4,414.4,1,43.8,,3
159,Viande & Poisson,Volaille,60.4,4.81,2,Frais,Vrac,2024-08-11 04:00:00,Sunday,8,Pluies,0,S002,San-Pédro,7.5,P023,195,662.9,29.9,0.5,29.7,0,73.7,Refusé par partenaire (qualité),1
160,Fruits & Légumes,Légumes feuilles,27.2,1.52,1,Frais,Plastique,2024-03-26 06:00:00,Tuesday,3,Sèche,1,S003,San-Pédro,41.4,P019,686,272.3,23.1,9.7,8.9,1,58.2,,4
161,Fruits & Légumes,Fruits à noyau,46.3,1.27,1,Frais,Plastique,2024-10-26 17:00:00,Saturday,10,Pluies,0,S038,San-Pédro,5.3,P023,1290,141.2,24.6,3.2,8.6,1,62.1,,4
162,Boulangerie,Viennoiserie,41.7,1.48,2,Ambiante,Carton,2024-12-26 06:00:00,Thursday,12,Sèche,1,S024,Bouaké,18.9,P018,328,378.3,31.6,8.0,9.3,1,78.0,,3
163,Fruits & Légumes,Agrumes,18.4,1.18,2,Frais,Carton,2025-06-05 17:00:00,Thursday,6,Pluies,0,S031,Abidjan,23.4,P010,1466,292.7,28.6,5.5,23.4,0,78.4,Périmé avant collecte partenaire,2
164,Produits Laitiers,Yaourt,44.8,2.14,1,Frais,Carton,2024-10-29 14:00:00,Tuesday,10,Pluies,0,S015,Abidjan,13.6,P018,773,276.3,26.1,0.7,17.1,0,81.7,Refusé par partenaire (qualité),1
165,Viande & Poisson,Charcuterie,60.6,5.08,1,Frais,Sachet,2024-08-17 05:00:00,Saturday,8,Pluies,0,S019,Korhogo,16.3,P001,765,375.3,26.0,8.0,16.8,0,77.5,Problème logistique / retard transport,2
166,Épicerie Sèche,Conserves,38.3,2.0,4,Sec,Carton,2024-07-13 18:00:00,Saturday,7,Pluies,0,S038,Yamoussoukro,26.7,P005,1909,419.3,28.1,3.9,27.6,1,48.6,,3
167,Boulangerie,Viennoiserie,17.8,1.95,1,Ambiante,Carton,2024-01-08 02:00:00,Monday,1,Sèche,0,S027,Bouaké,40.1,P007,1091,513.3,27.8,10.2,17.7,0,89.1,Périmé avant collecte partenaire,2
168,Produits Laitiers,Yaourt,59.0,1.91,1,Frais,Vrac,2024-01-26 00:00:00,Friday,1,Sèche,0,S012,Bouaké,2.8,P004,321,420.3,30.6,3.2,17.4,0,87.7,Périmé avant collecte partenaire,1
169,Surgelés,Viande surgelée,12.7,3.34,9,Surgelé,Vrac,2025-04-12 16:00:00,Saturday,4,Pluies,0,S006,Bouaké,5.8,P011,1381,337.1,25.7,3.5,63.7,0,83.0,Surstock partenaire (capacité pleine),2
170,Fruits & Légumes,Légumes racines,15.7,1.05,3,Frais,Sachet,2024-09-15 02:00:00,Sunday,9,Pluies,0,S003,Abidjan,39.6,P024,1217,679.3,35.8,3.3,27.6,1,43.7,,5
171,Produits Laitiers,Beurre,19.0,1.8,1,Frais,Carton,2024-09-25 11:00:00,Wednesday,9,Pluies,0,S020,Korhogo,18.0,P023,729,357.2,30.1,2.1,11.2,1,43.4,,5
172,Fruits & Légumes,Fruits à noyau,7.3,1.48,2,Frais,Plastique,2024-04-04 10:00:00,Thursday,4,Pluies,1,S001,Bouaké,17.6,P016,1154,81.6,25.5,0.2,9.3,1,51.8,,4
173,Viande & Poisson,Boeuf,40.8,5.33,2,Frais,Carton,2024-08-05 14:00:00,Monday,8,Pluies,0,S026,Bouaké,35.5,P021,285,549.5,28.0,5.5,29.8,0,87.5,Périmé avant collecte partenaire,3
174,Surgelés,Viande surgelée,17.2,3.18,6,Surgelé,Vrac,2024-12-12 01:00:00,Thursday,12,Sèche,0,S013,Abidjan,7.8,P016,1099,618.0,27.8,7.3,27.3,1,72.9,,4
175,Fruits & Légumes,Légumes racines,25.5,1.24,2,Frais,Vrac,2024-07-23 15:00:00,Tuesday,7,Pluies,0,S004,Korhogo,6.9,P025,849,480.5,28.4,1.3,28.0,0,50.7,Problème logistique / retard transport,1
176,Surgelés,Viande surgelée,11.3,3.06,26,Surgelé,Vrac,2024-10-01 20:00:00,Tuesday,10,Pluies,0,S007,Abidjan,8.6,P003,730,760.3,29.6,0.1,120.3,1,51.5,,3
177,Surgelés,Légumes surgelés,22.3,2.43,38,Surgelé,Plastique,2024-12-25 03:00:00,Wednesday,12,Sèche,1,S007,Korhogo,40.9,P002,848,421.0,26.3,4.8,262.8,0,67.3,Refusé par partenaire (qualité),2
178,Produits Laitiers,Yaourt,13.3,2.32,5,Frais,Plastique,2024-02-08 15:00:00,Thursday,2,Sèche,0,S017,Korhogo,26.3,P013,1256,462.4,27.1,4.9,40.1,1,42.3,,4
179,Produits Laitiers,Fromage,16.5,1.83,5,Frais,Vrac,2024-01-15 14:00:00,Monday,1,Sèche,0,S029,Abidjan,17.3,P009,1072,458.4,26.9,3.7,31.0,1,34.4,,4
180,Fruits & Légumes,Légumes feuilles,14.0,1.26,1,Frais,Sachet,2025-05-28 13:00:00,Wednesday,5,Pluies,0,S033,San-Pédro,40.1,P023,1293,461.4,28.6,6.6,11.4,1,72.4,,5
181,Fruits & Légumes,Agrumes,21.6,1.15,1,Frais,Carton,2024-07-30 15:00:00,Tuesday,7,Pluies,0,S040,Korhogo,23.7,P019,1254,250.4,30.6,12.2,15.0,0,71.7,Périmé avant collecte partenaire,3
182,Boulangerie,Pâtisserie,62.7,1.39,1,Ambiante,Carton,2024-09-07 13:00:00,Saturday,9,Pluies,0,S010,Abidjan,35.1,P002,552,689.7,27.1,2.4,11.1,1,78.2,,3
183,Épicerie Sèche,Conserves,25.9,1.67,15,Sec,Carton,2025-05-29 09:00:00,Thursday,5,Pluies,0,S035,Yamoussoukro,18.0,P004,1802,51.8,24.5,0.2,165.3,0,57.2,Problème logistique / retard transport,1
184,Viande & Poisson,Boeuf,52.6,5.35,2,Frais,Carton,2025-06-08 21:00:00,Sunday,6,Pluies,0,S020,Abidjan,33.5,P011,1445,557.7,30.6,5.7,19.0,1,43.7,,2
185,Fruits & Légumes,Agrumes,53.4,1.15,2,Frais,Plastique,2024-04-16 01:00:00,Tuesday,4,Pluies,0,S006,Bouaké,34.0,P013,1817,361.6,32.0,1.8,16.8,1,76.6,,4
186,Surgelés,Plats préparés surgelés,11.8,3.14,42,Surgelé,Sachet,2024-02-25 00:00:00,Sunday,2,Sèche,0,S015,Bouaké,5.6,P010,1194,116.6,30.3,5.6,235.2,1,71.6,,3
187,Épicerie Sèche,Riz,55.2,1.61,3,Sec,Vrac,2024-02-21 16:00:00,Wednesday,2,Sèche,0,S037,Abidjan,27.5,P019,662,517.6,27.1,2.6,34.0,0,80.1,Problème logistique / retard transport,2
188,Surgelés,Viande surgelée,37.7,2.68,15,Surgelé,Plastique,2024-02-08 07:00:00,Thursday,2,Sèche,0,S014,Abidjan,11.0,P015,300,396.4,30.4,3.4,85.1,1,30.0,,3
189,Produits Laitiers,Yaourt,30.6,2.04,2,Frais,Plastique,2025-04-06 00:00:00,Sunday,4,Pluies,0,S037,Bouaké,26.9,P024,1043,593.2,32.5,1.5,17.1,1,47.4,,3
190,Épicerie Sèche,Conserves,6.9,1.76,22,Sec,Carton,2025-03-20 06:00:00,Thursday,3,Sèche,1,S018,Abidjan,13.5,P001,1997,275.3,29.5,1.8,81.3,1,51.2,,4
191,Boulangerie,Pain,98.1,1.25,1,Ambiante,Vrac,2024-03-05 16:00:00,Tuesday,3,Sèche,1,S039,Abidjan,12.7,P010,382,64.2,31.8,3.9,7.6,1,33.7,,5
192,Fruits & Légumes,Fruits à coque,23.3,1.04,3,Frais,Sachet,2024-12-09 21:00:00,Monday,12,Sèche,0,S002,Abidjan,12.4,P021,56,196.3,28.2,1.4,21.5,1,79.0,,4
193,Fruits & Légumes,Fruits à noyau,34.3,1.13,2,Frais,Plastique,2025-02-05 19:00:00,Wednesday,2,Sèche,0,S039,Yamoussoukro,42.0,P010,291,345.0,25.3,2.9,29.4,0,87.4,Refusé par partenaire (qualité),1
194,Viande & Poisson,Volaille,11.7,4.03,2,Frais,Plastique,2024-06-02 04:00:00,Sunday,6,Pluies,0,S014,Yamoussoukro,9.4,P023,1139,410.6,27.2,0.1,12.3,1,73.2,,2
195,Fruits & Légumes,Légumes racines,33.2,1.06,1,Frais,Plastique,2025-02-13 19:00:00,Thursday,2,Sèche,0,S025,Yamoussoukro,26.9,P021,983,443.6,32.2,0.0,12.8,0,54.3,Périmé avant collecte partenaire,1
196,Épicerie Sèche,Riz,23.3,1.92,2,Sec,Vrac,2025-06-24 09:00:00,Tuesday,6,Pluies,0,S016,Yamoussoukro,10.5,P014,561,469.7,23.8,4.7,17.4,1,59.7,,4
197,Boulangerie,Viennoiserie,21.5,1.5,1,Ambiante,Vrac,2024-07-22 18:00:00,Monday,7,Pluies,0,S009,Abidjan,27.2,P002,1333,214.2,30.6,5.3,11.3,1,59.4,,5
198,Épicerie Sèche,Céréales,10.6,1.93,22,Sec,Vrac,2024-07-05 22:00:00,Friday,7,Pluies,0,S035,Yamoussoukro,30.5,P012,1247,625.8,30.6,3.2,119.7,1,69.4,,2
199,Produits Laitiers,Fromage,65.9,1.86,5,Frais,Carton,2025-04-13 10:00:00,Sunday,4,Pluies,0,S031,Abidjan,41.3,P008,875,686.7,21.3,3.0,30.8,1,43.0,,3
200,Produits Laitiers,Fromage,16.2,1.86,1,Frais,Sachet,2025-02-13 18:00:00,Thursday,2,Sèche,0,S022,Abidjan,9.7,P005,844,444.5,27.3,6.1,13.7,0,67.6,Périmé avant collecte partenaire,1
201,Épicerie Sèche,Conserves,97.3,1.56,9,Sec,Carton,2024-02-26 21:00:00,Monday,2,Sèche,0,S001,Abidjan,26.4,P013,230,192.1,37.4,5.2,39.1,1,32.8,,4
202,Fruits & Légumes,Légumes feuilles,13.4,1.26,3,Frais,Plastique,2024-10-02 19:00:00,Wednesday,10,Pluies,0,S033,Abidjan,34.0,P013,675,610.4,29.5,3.1,26.4,1,70.1,,5
203,Épicerie Sèche,Pâtes,12.3,1.61,39,Sec,Vrac,2024-06-23 21:00:00,Sunday,6,Pluies,0,S033,Abidjan,44.4,P005,436,154.9,29.7,7.8,188.7,1,49.1,,4
204,Fruits & Légumes,Fruits à coque,20.8,1.49,2,Frais,Vrac,2024-07-31 00:00:00,Wednesday,7,Pluies,0,S005,Abidjan,13.5,P021,68,241.9,26.7,3.3,14.6,1,66.5,,3
205,Épicerie Sèche,Conserves,18.8,1.67,2,Sec,Vrac,2025-05-09 02:00:00,Friday,5,Pluies,0,S019,Bouaké,7.7,P007,1594,309.0,34.1,5.0,17.9,1,78.9,,4
206,Fruits & Légumes,Légumes racines,22.1,0.98,3,Frais,Sachet,2024-06-23 22:00:00,Sunday,6,Pluies,0,S007,Abidjan,29.5,P002,1836,157.9,25.6,2.7,23.8,1,58.3,,3
207,Surgelés,Viande surgelée,27.8,2.52,34,Surgelé,Plastique,2025-06-03 13:00:00,Tuesday,6,Pluies,0,S031,Abidjan,9.5,P012,1430,237.2,29.7,0.7,121.8,1,72.8,,4
208,Fruits & Légumes,Légumes racines,25.2,1.5,3,Frais,Plastique,2024-12-10 10:00:00,Tuesday,12,Sèche,0,S026,Bouaké,16.3,P021,1038,567.8,25.7,1.0,23.0,1,68.4,,4
209,Fruits & Légumes,Légumes feuilles,31.9,1.04,2,Frais,Plastique,2024-06-09 07:00:00,Sunday,6,Pluies,0,S018,Abidjan,44.1,P010,1600,24.6,28.8,0.5,18.4,1,74.8,,4
210,Viande & Poisson,Poisson frais,14.3,5.01,1,Frais,Sachet,2025-01-02 18:00:00,Thursday,1,Sèche,0,S036,Bouaké,22.7,P009,482,499.3,30.5,0.1,11.9,1,68.7,,3
211,Fruits & Légumes,Fruits à coque,49.9,1.11,2,Frais,Carton,2025-03-08 18:00:00,Saturday,3,Sèche,1,S032,Abidjan,4.2,P022,1640,751.2,25.8,0.9,10.7,1,47.4,,4
212,Fruits & Légumes,Agrumes,36.7,1.52,2,Frais,Sachet,2024-02-19 11:00:00,Monday,2,Sèche,0,S002,Korhogo,29.7,P012,1750,92.1,27.0,10.8,17.4,1,36.3,,3
213,Produits Laitiers,Fromage,17.3,1.84,4,Frais,Carton,2024-02-01 13:00:00,Thursday,2,Sèche,0,S012,Abidjan,17.1,P014,138,722.6,29.9,12.3,29.8,1,33.7,,4
214,Boulangerie,Pain,63.9,1.81,1,Ambiante,Vrac,2024-08-29 21:00:00,Thursday,8,Pluies,0,S019,San-Pédro,2.1,P025,599,653.3,29.7,9.9,15.1,0,50.9,Refusé par partenaire (qualité),2
215,Viande & Poisson,Volaille,28.4,3.99,2,Frais,Sachet,2024-07-10 02:00:00,Wednesday,7,Pluies,0,S031,Yamoussoukro,12.0,P013,323,266.4,27.1,1.7,15.1,1,65.5,,1
216,Fruits & Légumes,Fruits à coque,16.3,1.03,3,Frais,Vrac,2024-03-19 18:00:00,Tuesday,3,Sèche,1,S036,San-Pédro,20.7,P002,1973,514.4,24.6,4.2,14.2,1,59.3,,4
217,Épicerie Sèche,Riz,12.7,1.77,47,Sec,Vrac,2024-12-03 02:00:00,Tuesday,12,Sèche,0,S036,Yamoussoukro,20.9,P011,1703,249.9,33.3,0.1,309.1,1,39.3,,3
218,Produits Laitiers,Yaourt,28.9,2.32,1,Frais,Plastique,2024-02-15 16:00:00,Thursday,2,Sèche,0,S001,Bouaké,6.4,P023,197,150.1,25.2,1.3,11.2,1,76.4,,4
219,Épicerie Sèche,Céréales,24.5,2.26,7,Sec,Plastique,2024-02-09 19:00:00,Friday,2,Sèche,0,S003,San-Pédro,28.5,P006,381,695.8,29.1,3.2,45.3,1,55.3,,3
220,Fruits & Légumes,Fruits à coque,41.3,1.0,2,Frais,Sachet,2025-01-20 01:00:00,Monday,1,Sèche,0,S040,Yamoussoukro,13.4,P010,1517,223.6,30.4,2.4,14.9,1,33.2,,4
221,Surgelés,Viande surgelée,8.3,2.58,41,Surgelé,Vrac,2024-02-16 23:00:00,Friday,2,Sèche,0,S015,Bouaké,11.0,P001,844,309.4,27.4,5.1,206.7,0,51.5,Surstock partenaire (capacité pleine),2
222,Produits Laitiers,Yaourt,64.9,2.48,1,Frais,Plastique,2024-07-23 08:00:00,Tuesday,7,Pluies,0,S028,Abidjan,43.7,P002,1639,47.5,26.2,2.0,21.2,0,56.3,Refusé par partenaire (qualité),1
223,Fruits & Légumes,Fruits à coque,11.2,1.21,1,Frais,Plastique,2025-03-19 22:00:00,Wednesday,3,Sèche,1,S028,Abidjan,40.8,P009,651,564.8,24.7,1.7,8.4,1,31.1,,4
224,Viande & Poisson,Poisson frais,49.5,5.53,1,Frais,Vrac,2025-06-22 18:00:00,Sunday,6,Pluies,0,S019,Yamoussoukro,12.3,P022,1242,144.6,26.7,3.5,18.2,0,61.2,Périmé avant collecte partenaire,1
225,Fruits & Légumes,Fruits à noyau,46.3,1.48,1,Frais,Carton,2024-07-24 02:00:00,Wednesday,7,Pluies,0,S012,Abidjan,13.0,P018,1489,717.6,33.9,4.7,20.8,0,84.6,Refusé par partenaire (qualité),2
226,Fruits & Légumes,Légumes feuilles,8.1,1.06,3,Frais,Vrac,2025-02-28 13:00:00,Friday,2,Sèche,1,S002,Abidjan,3.5,P018,307,728.4,34.6,2.6,26.0,0,74.7,Périmé avant collecte partenaire,1
227,Fruits & Légumes,Fruits à coque,19.2,1.15,2,Frais,Plastique,2024-08-19 21:00:00,Monday,8,Pluies,0,S023,Yamoussoukro,35.5,P013,1312,402.0,27.0,3.2,16.9,1,55.6,,4
228,Boulangerie,Pâtisserie,12.7,1.34,1,Ambiante,Plastique,2024-03-01 11:00:00,Friday,3,Sèche,0,S037,San-Pédro,38.6,P005,1680,331.4,30.0,22.7,22.2,0,69.8,Problème logistique / retard transport,2
229,Épicerie Sèche,Pâtes,7.2,2.33,5,Sec,Plastique,2024-01-07 11:00:00,Sunday,1,Sèche,0,S009,Bouaké,9.9,P018,1053,186.7,33.2,0.8,63.2,0,60.7,Périmé avant collecte partenaire,2
230,Viande & Poisson,Poisson frais,14.0,5.05,2,Frais,Vrac,2024-01-31 02:00:00,Wednesday,1,Sèche,0,S023,Korhogo,13.4,P022,1374,768.3,31.5,0.1,18.5,1,76.7,,4
231,Boulangerie,Viennoiserie,5.9,1.84,1,Ambiante,Carton,2024-03-05 15:00:00,Tuesday,3,Sèche,1,S020,Yamoussoukro,27.0,P017,1193,698.7,33.8,7.7,9.8,1,34.6,,3
232,Viande & Poisson,Volaille,17.0,5.75,1,Frais,Vrac,2025-02-11 14:00:00,Tuesday,2,Sèche,0,S016,Korhogo,5.7,P018,1381,126.4,29.0,4.6,12.2,1,45.5,,2
233,Boulangerie,Viennoiserie,12.6,1.45,1,Ambiante,Vrac,2025-06-09 08:00:00,Monday,6,Pluies,0,S012,Korhogo,25.0,P008,1174,527.8,23.5,0.0,12.7,1,72.1,,4
234,Fruits & Légumes,Légumes feuilles,20.9,1.37,3,Frais,Carton,2024-06-04 20:00:00,Tuesday,6,Pluies,0,S008,Abidjan,43.7,P012,1728,436.9,30.9,1.3,35.5,0,78.8,Périmé avant collecte partenaire,1
235,Viande & Poisson,Boeuf,16.9,4.03,2,Frais,Carton,2024-05-02 23:00:00,Thursday,5,Pluies,0,S038,Abidjan,16.6,P005,1471,486.5,30.8,9.8,13.3,1,30.1,,4
236,Viande & Poisson,Poisson frais,69.4,5.12,1,Frais,Vrac,2024-01-07 23:00:00,Sunday,1,Sèche,0,S037,Abidjan,35.2,P006,752,756.1,31.7,7.8,11.5,1,60.3,,3
237,Épicerie Sèche,Riz,18.8,1.55,46,Sec,Vrac,2024-01-24 21:00:00,Wednesday,1,Sèche,0,S013,Bouaké,19.2,P011,1481,666.3,30.3,0.3,478.3,0,69.6,Périmé avant collecte partenaire,2
238,Produits Laitiers,Yaourt,45.3,2.34,3,Frais,Plastique,2024-10-15 23:00:00,Tuesday,10,Pluies,0,S022,Bouaké,26.6,P001,227,279.2,29.1,1.3,25.9,1,37.4,,4
239,Fruits & Légumes,Fruits à coque,40.4,1.3,2,Frais,Carton,2024-02-10 13:00:00,Saturday,2,Sèche,0,S029,Bouaké,44.4,P020,704,481.1,29.0,5.9,24.4,0,83.5,Périmé avant collecte partenaire,1
240,Produits Laitiers,Fromage,43.0,2.11,4,Frais,Vrac,2025-06-13 12:00:00,Friday,6,Pluies,0,S016,Abidjan,36.7,P010,554,535.1,28.1,0.1,41.9,0,58.7,Refusé par partenaire (qualité),1
241,Fruits & Légumes,Légumes feuilles,12.5,1.2,1,Frais,Plastique,2024-12-09 16:00:00,Monday,12,Sèche,0,S028,Abidjan,24.1,P013,283,203.3,26.9,6.1,10.2,1,64.4,,4
242,Fruits & Légumes,Fruits à noyau,17.5,1.54,2,Frais,Vrac,2024-09-05 15:00:00,Thursday,9,Pluies,0,S031,Abidjan,17.5,P020,1265,798.0,31.8,0.4,15.8,1,79.7,,4
243,Épicerie Sèche,Conserves,27.3,1.9,42,Sec,Vrac,2024-11-15 21:00:00,Friday,11,Sèche,0,S024,Abidjan,23.0,P019,1018,605.2,28.3,2.2,145.3,1,70.8,,5
244,Surgelés,Légumes surgelés,15.5,2.95,22,Surgelé,Sachet,2024-01-25 06:00:00,Thursday,1,Sèche,0,S005,Abidjan,34.3,P005,654,580.6,27.8,6.6,135.9,1,67.5,,3
245,Fruits & Légumes,Légumes feuilles,81.3,1.04,2,Frais,Vrac,2025-06-02 21:00:00,Monday,6,Pluies,0,S025,Abidjan,42.5,P015,1872,300.9,23.0,1.7,23.8,0,59.2,Périmé avant collecte partenaire,1
